id,query,rank,predicted_id
2wikimqa_e_89,"Which film has the director who was born later, A Cafe In Cairo or War Drums?",1,2wikimqa_e_89
2wikimqa_e_89,"Which film has the director who was born later, A Cafe In Cairo or War Drums?",2,2wikimqa_e_30
2wikimqa_e_89,"Which film has the director who was born later, A Cafe In Cairo or War Drums?",3,2wikimqa_e_26
2wikimqa_e_90,"Who was born earlier, Helen Clifton or Steve Barancik?",1,2wikimqa_e_90
2wikimqa_e_90,"Who was born earlier, Helen Clifton or Steve Barancik?",2,2wikimqa_e_1
2wikimqa_e_90,"Who was born earlier, Helen Clifton or Steve Barancik?",3,2wikimqa_e_84
2wikimqa_e_91,Where did the director of film Cloudy Sunday study?,1,2wikimqa_e_91
2wikimqa_e_91,Where did the director of film Cloudy Sunday study?,2,2wikimqa_e_3
2wikimqa_e_91,Where did the director of film Cloudy Sunday study?,3,2wikimqa_e_46
2wikimqa_e_92,"Which film was released more recently, Hotel Reserve or Return To The Hiding Place?",1,2wikimqa_e_92
2wikimqa_e_92,"Which film was released more recently, Hotel Reserve or Return To The Hiding Place?",2,2wikimqa_e_44
2wikimqa_e_92,"Which film was released more recently, Hotel Reserve or Return To The Hiding Place?",3,2wikimqa_e_15
2wikimqa_e_93,"When did Leka, Crown Prince Of Albania (Born 1982)'s mother die?",1,2wikimqa_e_93
2wikimqa_e_93,"When did Leka, Crown Prince Of Albania (Born 1982)'s mother die?",2,2wikimqa_e_33
2wikimqa_e_93,"When did Leka, Crown Prince Of Albania (Born 1982)'s mother die?",3,2wikimqa_e_38
2wikimqa_e_94,Who is Carlo I Cybo-Malaspina's maternal grandfather?,1,2wikimqa_e_94
2wikimqa_e_94,Who is Carlo I Cybo-Malaspina's maternal grandfather?,2,2wikimqa_e_42
2wikimqa_e_94,Who is Carlo I Cybo-Malaspina's maternal grandfather?,3,2wikimqa_e_10
2wikimqa_e_95,"Which film was released first, The Pirate'S Dream or Prem Mhanje Prem Mhanje Prem Asta?",1,2wikimqa_e_95
2wikimqa_e_95,"Which film was released first, The Pirate'S Dream or Prem Mhanje Prem Mhanje Prem Asta?",2,2wikimqa_e_66
2wikimqa_e_95,"Which film was released first, The Pirate'S Dream or Prem Mhanje Prem Mhanje Prem Asta?",3,2wikimqa_e_106
2wikimqa_e_96,"Who lived longer, Fredy Schmidtke or Chou Meng-Tieh?",1,2wikimqa_e_96
2wikimqa_e_96,"Who lived longer, Fredy Schmidtke or Chou Meng-Tieh?",2,2wikimqa_e_1
2wikimqa_e_96,"Who lived longer, Fredy Schmidtke or Chou Meng-Tieh?",3,2wikimqa_e_13
2wikimqa_e_97,What is the place of birth of the composer of song Ma Che Freddo Fa?,1,2wikimqa_e_97
2wikimqa_e_97,What is the place of birth of the composer of song Ma Che Freddo Fa?,2,2wikimqa_e_64
2wikimqa_e_97,What is the place of birth of the composer of song Ma Che Freddo Fa?,3,2wikimqa_e_14
2wikimqa_e_98,"Which film was released earlier, Komaligal or Times Of Joy And Sorrow?",1,2wikimqa_e_98
2wikimqa_e_98,"Which film was released earlier, Komaligal or Times Of Joy And Sorrow?",2,2wikimqa_e_2
2wikimqa_e_98,"Which film was released earlier, Komaligal or Times Of Joy And Sorrow?",3,2wikimqa_e_51
2wikimqa_e_99,Where was the place of death of Salin Mibaya's husband?,1,2wikimqa_e_99
2wikimqa_e_99,Where was the place of death of Salin Mibaya's husband?,2,2wikimqa_e_79
2wikimqa_e_99,Where was the place of death of Salin Mibaya's husband?,3,2wikimqa_e_101
2wikimqa_e_100,What is the award that the composer of film Shivaay got?,1,2wikimqa_e_21
2wikimqa_e_100,What is the award that the composer of film Shivaay got?,2,2wikimqa_e_100
2wikimqa_e_100,What is the award that the composer of film Shivaay got?,3,2wikimqa_e_83
2wikimqa_e_101,"Which film has the director who was born earlier, Born Into Brothels or Dr. Goldfoot And The Bikini Machine?",1,2wikimqa_e_101
2wikimqa_e_101,"Which film has the director who was born earlier, Born Into Brothels or Dr. Goldfoot And The Bikini Machine?",2,2wikimqa_e_44
2wikimqa_e_101,"Which film has the director who was born earlier, Born Into Brothels or Dr. Goldfoot And The Bikini Machine?",3,2wikimqa_e_82
2wikimqa_e_102,What is the date of death of the director of film The Man Without A Country (1917 Film)?,1,2wikimqa_e_21
2wikimqa_e_102,What is the date of death of the director of film The Man Without A Country (1917 Film)?,2,2wikimqa_e_100
2wikimqa_e_102,What is the date of death of the director of film The Man Without A Country (1917 Film)?,3,2wikimqa_e_11
2wikimqa_e_103,Who is the mother-in-law of Queen Insun?,1,2wikimqa_e_103
2wikimqa_e_103,Who is the mother-in-law of Queen Insun?,2,2wikimqa_e_77
2wikimqa_e_103,Who is the mother-in-law of Queen Insun?,3,2wikimqa_e_93
2wikimqa_e_104,What is the place of birth of Princess Amalia Of Saxe-Weimar-Eisenach's husband?,1,2wikimqa_e_94
2wikimqa_e_104,What is the place of birth of Princess Amalia Of Saxe-Weimar-Eisenach's husband?,2,2wikimqa_e_104
2wikimqa_e_104,What is the place of birth of Princess Amalia Of Saxe-Weimar-Eisenach's husband?,3,2wikimqa_e_1
2wikimqa_e_105,"Which country Albertine, Baroness Staël Von Holstein's father is from?",1,2wikimqa_e_105
2wikimqa_e_105,"Which country Albertine, Baroness Staël Von Holstein's father is from?",2,2wikimqa_e_47
2wikimqa_e_105,"Which country Albertine, Baroness Staël Von Holstein's father is from?",3,2wikimqa_e_112
2wikimqa_e_106,"Who was born later, Faiz Muhammad or Guillermo Capetillo?",1,2wikimqa_e_106
2wikimqa_e_106,"Who was born later, Faiz Muhammad or Guillermo Capetillo?",2,2wikimqa_e_113
2wikimqa_e_106,"Who was born later, Faiz Muhammad or Guillermo Capetillo?",3,2wikimqa_e_55
2wikimqa_e_107,Are the directors of both films When Lovers Part and Ladies In Distress from the same country?,1,2wikimqa_e_107
2wikimqa_e_107,Are the directors of both films When Lovers Part and Ladies In Distress from the same country?,2,2wikimqa_e_64
2wikimqa_e_107,Are the directors of both films When Lovers Part and Ladies In Distress from the same country?,3,2wikimqa_e_79
2wikimqa_e_108,What nationality is the performer of song Mimi (Song)?,1,2wikimqa_e_108
2wikimqa_e_108,What nationality is the performer of song Mimi (Song)?,2,2wikimqa_e_101
2wikimqa_e_108,What nationality is the performer of song Mimi (Song)?,3,2wikimqa_e_75
2wikimqa_e_109,"Who lived longer, Werner Mensching or Karel Zich?",1,2wikimqa_e_109
2wikimqa_e_109,"Who lived longer, Werner Mensching or Karel Zich?",2,2wikimqa_e_79
2wikimqa_e_109,"Who lived longer, Werner Mensching or Karel Zich?",3,2wikimqa_e_50
2wikimqa_e_110,"Which film was released earlier, Nous, Princesses De Clèves or It'S A King?",1,2wikimqa_e_110
2wikimqa_e_110,"Which film was released earlier, Nous, Princesses De Clèves or It'S A King?",2,2wikimqa_e_85
2wikimqa_e_110,"Which film was released earlier, Nous, Princesses De Clèves or It'S A King?",3,2wikimqa_e_31
2wikimqa_e_111,What is the date of birth of Alfonso Fadrique's father?,1,2wikimqa_e_111
2wikimqa_e_111,What is the date of birth of Alfonso Fadrique's father?,2,2wikimqa_e_3
2wikimqa_e_111,What is the date of birth of Alfonso Fadrique's father?,3,2wikimqa_e_47
2wikimqa_e_112,Do both films A Trial In Prague and Three Strangers have the directors that share the same nationality?,1,2wikimqa_e_112
2wikimqa_e_112,Do both films A Trial In Prague and Three Strangers have the directors that share the same nationality?,2,2wikimqa_e_8
2wikimqa_e_112,Do both films A Trial In Prague and Three Strangers have the directors that share the same nationality?,3,2wikimqa_e_30
2wikimqa_e_113,"Who was born later, Kiplangat Sang or Stein Erik Hagen?",1,2wikimqa_e_113
2wikimqa_e_113,"Who was born later, Kiplangat Sang or Stein Erik Hagen?",2,2wikimqa_e_47
2wikimqa_e_113,"Who was born later, Kiplangat Sang or Stein Erik Hagen?",3,2wikimqa_e_106
2wikimqa_e_114,What is the place of birth of the director of film Confusion Na Wa?,1,2wikimqa_e_99
2wikimqa_e_114,What is the place of birth of the director of film Confusion Na Wa?,2,2wikimqa_e_79
2wikimqa_e_114,What is the place of birth of the director of film Confusion Na Wa?,3,2wikimqa_e_52
